name,platform,year_of_release,genre,publisher,na_sales_cleaned,eu_sales_cleaned,jp_sales_cleaned,other_sales_cleaned,global_sales_cleaned,critic_score,critic_count,user_score,user_count,developer,rating
Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,2010,Strategy,Nintendo,0,0,270000,0,270000,,,,,,
Connect Four / Perfection / Trouble,GBA,2005,Misc,Zoo Digital Publishing,190000,70000,0,0,270000,,,,,,
NFL Street 3,PSP,2006,Sports,Electronic Arts,240000,0,0,20000,270000,68,13,tbd,,EA Tiburon,E
Pro Evolution Soccer 2013,PSP,2012,Sports,Konami Digital Entertainment,0,70000,180000,30000,270000,,,tbd,,Konami,E
Alundra 2: A New Legend Begins,PS,1999,Role-Playing,Activision,150000,100000,0,20000,270000,,,,,,
Reign of Fire,PS2,2002,Shooter,BAM! Entertainment,130000,100000,0,30000,270000,56,16,7,4,Kuju Entertainment,M
Scooby-Doo! and the Spooky Swamp,PS2,2010,Action,Warner Bros. Interactive Entertainment,80000,110000,0,80000,270000,,,,,,
Beyblade: Metal Masters,DS,2010,Action,Konami Digital Entertainment,140000,90000,0,30000,270000,65,4,tbd,,Amble,E
Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,1998,Sports,Konami Digital Entertainment,0,0,250000,20000,270000,,,,,,
The Sims 2: Pets,GC,2006,Simulation,Electronic Arts,210000,50000,0,10000,270000,66,15,7.3,8,Maxis,T
Littlest Pet Shop: Beach Friends,DS,2009,Simulation,Electronic Arts,250000,0,0,20000,270000,,,tbd,,Electronic Arts,E
Ultimate NES Remix,3DS,2014,Action,Unknown,150000,90000,0,20000,270000,69,16,7.6,32,Indies Zero,E
I Spy: Spooky Mansion,Wii,2010,Puzzle,Storm City Games,250000,0,0,20000,270000,,,tbd,,Gusto Games,E
Tropico 4,PC,2011,Strategy,Kalypso Media,100000,130000,0,40000,270000,78,46,7.7,359,Haemimont,T
The BIGS,X360,2007,Sports,Take-Two Interactive,180000,80000,0,0,270000,79,23,8.4,21,Blue Castle Games,E
Initial D: Special Stage,PS2,2003,Racing,Sega,0,0,270000,0,270000,,,,,,
Jurassic Park: Operation Genesis,PS2,2003,Simulation,Konami Digital Entertainment,130000,100000,0,30000,270000,75,13,8.9,21,Blue Tongue Entertainment,T
Final Doom,PS,1995,Shooter,GT Interactive,150000,100000,0,20000,270000,,,,,,
NBA ShootOut 2001,PS,2000,Sports,Sony Computer Entertainment,150000,100000,0,20000,270000,71,10,tbd,,989 Sports,E
Just Dance Kids 2,Wii,2011,Misc,Ubisoft,250000,0,0,20000,270000,,,tbd,,Ubisoft,E
Knockout Kings 2002,XB,2002,Sports,Electronic Arts,200000,60000,0,10000,270000,78,20,7.9,7,Electronic Arts,T
Pinkalicious,DS,2011,Misc,GameMill Entertainment,250000,0,0,20000,270000,,,tbd,,"GameMill Publishing, 1st Playable Productions",E
Cabela's Big Game Hunter 2010,X360,2009,Sports,Activision Value,250000,0,0,20000,270000,,,5.6,5,Activision,T
Battle Arena Toshinden 3,PS,1996,Fighting,Sony Computer Entertainment,60000,40000,140000,20000,270000,,,,,,
Jade Cocoon: Story of the Tamamayu,PS,1998,Role-Playing,Crave Entertainment,150000,100000,0,20000,270000,,,,,,
Super Nazo Puyo: Ruruu no Ruu,SNES,1995,Puzzle,Banpresto,0,0,270000,0,270000,,,,,,
InuYasha: Feudal Combat,PS2,2005,Fighting,Namco Bandai Games,130000,100000,0,30000,270000,52,14,8.3,21,Eighting,T
Reader Rabbit Kindergarten,DS,2008,Misc,Nordic Games,250000,0,0,20000,270000,,,tbd,,The Learning Company,E
R.U.S.E.,X360,2010,Strategy,Ubisoft,120000,110000,0,20000,270000,78,45,7,38,Eugen Systems,T
Duel Masters,PS2,2004,Strategy,Atari,130000,100000,0,30000,270000,66,20,8.3,6,High Voltage Software,E
Dragon Age Origins: Awakening,PS3,2010,Role-Playing,Spike,240000,0,0,20000,270000,,,,,,
Super Collapse! 3,DS,2007,Puzzle,Mumbo Jumbo,250000,0,0,20000,270000,71,10,tbd,,"Mac Play, MacPlay",E
Ratatouille,X360,2007,Action,THQ,230000,20000,0,20000,270000,56,14,tbd,,Heavy Iron Studios,E
MotionSports: Adrenaline,X360,2011,Sports,Ubisoft,140000,100000,0,30000,270000,41,8,7.4,7,Ubisoft Vancouver,E
The Dog Island,PS2,2007,Adventure,Ubisoft,130000,100000,0,30000,270000,,,7,6,Yuke's,E
Cake Mania 2: Jill's Next Adventure!,DS,2008,Puzzle,Majesco Entertainment,240000,0,0,20000,270000,,,,,,
AC/DC LIVE: Rock Band Track Pack,Wii,2008,Misc,MTV Games,240000,0,0,20000,270000,,,7.2,5,Harmonix Music Systems,T
Boogie,DS,2007,Misc,Electronic Arts,240000,0,0,20000,270000,58,11,tbd,,EA Montreal,E10+
Jikkyou Powerful Pro Yakyuu 2010,PS3,2010,Sports,Konami Digital Entertainment,0,0,270000,0,270000,,,,,,
Operation Armored Liberty,GBA,2003,Action,Majesco Entertainment,190000,70000,0,0,270000,,,tbd,,Majesco Games,T
NBA 07,PS3,2006,Sports,Sony Computer Entertainment,240000,0,10000,20000,270000,63,24,6.3,10,SCEA,E
Call of Juarez: The Cartel,X360,2011,Shooter,Ubisoft,140000,100000,0,30000,270000,47,62,5.7,109,Techland,M
My Japanese Coach,DS,2008,Misc,Ubisoft,240000,0,0,20000,270000,59,4,6.7,6,"Ubisoft, Sensory Sweep",E
Are You Smarter than a 5th Grader? Game Time,Wii,2009,Puzzle,THQ,250000,0,0,20000,270000,,,tbd,,THQ,E
Need for Speed: Most Wanted,DS,2005,Racing,Electronic Arts,240000,10000,0,20000,270000,45,4,6.1,22,EA Canada,E
And1 Streetball,PS2,2006,Action,Ubisoft,130000,100000,0,30000,270000,,,,,,
Section 8,X360,2009,Shooter,SouthPeak Games,150000,90000,0,20000,270000,69,49,7.3,59,TimeGate Studios,T
Summer Athletics: The Ultimate Challenge (US sales),Wii,2008,Sports,DTP Entertainment,230000,30000,0,0,270000,,,,,,
Sonic X: Game Boy Advance Video Volume 1,GBA,2004,Misc,Unknown,190000,70000,0,0,270000,,,,,,
ESPN NBA Basketball,XB,2003,Sports,Sega,200000,60000,0,10000,270000,87,18,8.2,25,Visual Concepts,E
Gallop Racer 2: One and Only Road to Victory,PS,1997,Sports,Tecmo Koei,0,0,250000,20000,270000,,,,,,
Sesame Street: Cookie's Counting Carnival,DS,2010,Misc,Warner Bros. Interactive Entertainment,250000,0,0,20000,260000,,,,,,
Lowrider,PS2,2002,Misc,Pacific Century Cyber Works,110000,90000,30000,30000,260000,46,14,8.4,11,Pacific Century Cyber Works,T
Family Guy: Back to the Multiverse,PS3,2012,Action,Activision,120000,100000,0,40000,260000,40,9,6.4,31,Heavy Iron Studios,M
All-Pro Football 2K8,X360,2007,Sports,Take-Two Interactive,240000,0,0,20000,260000,75,22,6.8,52,Visual Concepts,E10+
Dungeons & Dragons: Eye of the Beholder,GBA,2002,Role-Playing,Atari,190000,70000,0,0,260000,,,,,,
Fish Tycoon,DS,2007,Simulation,Majesco Entertainment,240000,0,0,20000,260000,46,9,7,6,"LDW, Big Fish Games",E
Plants vs. Zombies,X360,2010,Strategy,PopCap Games,240000,0,0,20000,260000,89,27,8.2,160,PopCap,E10+
Megamind: The Blue Defender,DS,2010,Adventure,THQ,190000,60000,0,20000,260000,,,,,,
Gundam Breaker,PS3,2013,Action,Namco Bandai Games,0,0,260000,0,260000,,,,,,
The House of the Dead 2,DC,1998,Shooter,Sega,0,0,260000,0,260000,,,,,,
Batman: Return to Arkham,PS4,2016,Action,Warner Bros. Interactive Entertainment,70000,160000,0,40000,260000,73,28,8.5,79,"Rocksteady Studios, Virtuos",T
A.C.E.: Another Century's Episode R,PS3,2010,Simulation,Namco Bandai Games,0,0,260000,0,260000,,,,,,
Rune: Viking Warlord,PS2,2001,Action,Take-Two Interactive,130000,100000,0,30000,260000,53,16,7.3,11,Human Head Studios,M
The Incredible Hulk,X360,2008,Action,Sega,220000,20000,0,20000,260000,55,42,6.4,24,Edge of Reality,T
Panzer Dragoon Orta,XB,2002,Shooter,Sega,160000,50000,40000,10000,260000,90,41,8.5,64,Smilebit,T
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,1999,Sports,Konami Digital Entertainment,0,0,250000,20000,260000,,,,,,
Aikatsu! 2-nin no My Princess,3DS,2013,Action,Namco Bandai Games,0,0,260000,0,260000,,,,,,
King's Field II,PS,1996,Role-Playing,From Software,80000,60000,110000,20000,260000,,,,,,
America's Test Kitchen: Let's Get Cooking,DS,2010,Simulation,Nintendo,250000,0,0,20000,260000,87,4,5.6,9,Indies Zero,E
NCAA Gamebreaker,PS,1996,Sports,Sony Computer Entertainment,150000,100000,0,20000,260000,,,,,,
Battle of Giants: Mutant Insects,DS,2010,Strategy,Ubisoft,90000,140000,0,30000,260000,,,tbd,,Ubisoft,E10+
Petz: Horsez 2,PS2,2007,Simulation,Ubisoft,130000,100000,0,30000,260000,,,tbd,,Ubisoft,E
NPPL: Championship Paintball 2009,PS2,2008,Shooter,Activision Value,130000,100000,0,30000,260000,,,8.3,11,FUN Labs,E10+
Suikoden Tierkreis,DS,2008,Role-Playing,Konami Digital Entertainment,90000,10000,150000,10000,260000,76,24,7.4,37,Konami,E10+
Superman Returns,X360,2006,Action,Electronic Arts,230000,10000,0,20000,260000,51,48,6.2,49,EA Tiburon,T
Shin Megami Tensei: Devil Survivor,DS,2009,Role-Playing,Atlus,130000,0,120000,10000,260000,84,28,8.8,79,Atlus,T
Angry Birds Star Wars,Wii,2013,Strategy,Activision,150000,90000,0,20000,260000,,,2.8,5,Exient Entertainment,E
Tomba!,PS,1997,Platform,Sony Computer Entertainment,150000,100000,0,20000,260000,,,,,,
Love Plus,DS,2009,Simulation,Konami Digital Entertainment,0,0,260000,0,260000,,,,,,
Tales of Eternia,PSP,2005,Role-Playing,Ubisoft,0,10000,250000,0,260000,,,,,,
Tales of Innocence,DS,2007,Role-Playing,Namco Bandai Games,0,0,260000,0,260000,,,,,,
Tearaway Unfolded,PS4,2015,Platform,Sony Computer Entertainment,90000,130000,0,40000,260000,81,70,8.1,188,Media Molecule,E
MLB SlugFest 2006,PS2,2006,Sports,Midway Games,130000,100000,0,30000,260000,56,11,7.5,10,Blue Shift,E10+
Etrian Odyssey II: Heroes of Lagaard,DS,2008,Role-Playing,Atlus,90000,0,160000,10000,260000,82,17,8.9,24,Atlus,E10+
Virtua Racing,GEN,1994,Racing,Sega,0,0,260000,0,260000,,,,,,
Rugrats: I Gotta Go Party,GBA,2002,Action,THQ,190000,70000,0,0,260000,,,,,,
The Incredible Hulk,PS3,2008,Action,Sega,220000,20000,0,20000,260000,55,26,6.8,20,Edge of Reality,T
Deadly Premonition,X360,2010,Action,Rising Star Games,180000,60000,0,20000,260000,68,39,8.2,332,Access Games,M
Family Feud: 2010 Edition,DS,2009,Misc,Ubisoft,240000,0,0,20000,260000,,,tbd,,Ludia Inc.,E
DS Bungaku Zenshuu,DS,2007,Misc,Nintendo,0,0,260000,0,260000,,,,,,
Bolt,PS2,2008,Adventure,Disney Interactive Studios,90000,20000,0,160000,260000,,,tbd,,Avalanche Software,E10+
Marvel Super Hero Squad: The Infinity Gauntlet,Wii,2010,Action,THQ,210000,40000,0,20000,260000,49,6,tbd,,THQ,E10+
Inazuma Eleven GO 3: Galaxy,3DS,2013,Sports,Level 5,0,0,260000,0,260000,,,,,,
Ford Racing 3,PS2,2004,Racing,Take-Two Interactive,130000,100000,0,30000,260000,50,7,6.6,8,Razorworks Studios,E
J Stars Victory Vs.,PS4,2015,Fighting,Namco Bandai Games,80000,140000,0,40000,260000,,,,,,
The Adventures of Tintin: The Game,PS3,2011,Action,Ubisoft,60000,150000,0,50000,260000,59,27,5.7,13,Ubisoft Montpellier,E10+
Call of Duty: Black Ops 3,PC,2015,Shooter,Activision,0,250000,0,10000,260000,,,,,,
Phantasy Star Universe: Ambition of the Illuminus,PS2,2007,Role-Playing,Sega,100000,80000,50000,30000,260000,,,8.4,8,Sonic Team,T
Jikkyou Powerful Pro Yakyuu 2013,PS3,2013,Sports,Konami Digital Entertainment,0,0,260000,0,260000,,,,,,
Major League Baseball 2K10,Wii,2010,Sports,Take-Two Interactive,240000,0,0,20000,260000,53,4,tbd,,Visual Concepts,E
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,2002,Action,THQ,190000,70000,0,0,260000,55,5,tbd,,Human Soft,E
Dragon Ball Z: Tenkaichi Tag Team,PSP,2010,Fighting,Namco Bandai Games,110000,30000,90000,30000,260000,63,22,8.6,20,Spike,T
Etrian Odyssey Untold: The Millennium Girl,3DS,2013,Role-Playing,Atlus,100000,10000,140000,10000,260000,80,41,8.2,89,Atlus,T
Sengoku Basara 2,PS2,2006,Action,Capcom,0,0,260000,0,260000,,,,,,
Hey Arnold! The Movie,GBA,2002,Platform,THQ,190000,70000,0,0,260000,,,,,,
Final Fantasy V Advance,GBA,2006,Role-Playing,Nintendo,0,0,260000,10000,260000,83,25,7.2,75,TOSE,E
Need for Speed: Most Wanted,GBA,2005,Racing,Electronic Arts,190000,70000,0,0,260000,,,8.3,14,EA Canada,E
Star Trek: Invasion,PS,2000,Simulation,Activision,150000,100000,0,20000,260000,76,12,tbd,,Warthog,E
Star Wars: Bounty Hunter,GC,2002,Shooter,LucasArts,200000,50000,0,10000,260000,67,20,7.6,16,LucasArts,T
Tom and Jerry in War of the Whiskers,PS2,2002,Fighting,Ubisoft,130000,100000,0,30000,260000,,,,,,
Ace Attorney Investigations 2,DS,2011,Adventure,Capcom,0,0,260000,0,260000,,,,,,
Dynasty Warriors 7: Xtreme Legends,PS3,2011,Action,Tecmo Koei,40000,40000,160000,20000,260000,64,11,7.8,9,Omega Force,T
Bratz: The Movie,Wii,2007,Simulation,THQ,230000,10000,0,20000,260000,,,5,6,Blitz Games,E
TouchMaster 3(Others sales),DS,2009,Puzzle,Warner Bros. Interactive Entertainment,0,240000,0,20000,260000,,,,,,
Naruto: Ultimate Ninja Heroes,PSP,2006,Fighting,Namco Bandai Games,260000,0,0,0,260000,70,11,6.6,11,Bandai,T
Angry Birds Trilogy,X360,2012,Action,Activision,180000,50000,0,20000,260000,63,13,3.5,27,"Rovio Mobile, Rovio Entertainment",E
Jikkyou Powerful Pro Yakyuu 2011,PS3,2011,Sports,Konami Digital Entertainment,0,0,260000,0,260000,,,,,,
Major League Baseball 2K9,Wii,2009,Sports,Take-Two Interactive,240000,0,0,20000,260000,61,5,4.5,10,2K Sports,E
Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,2006,Misc,Konami Digital Entertainment,140000,50000,70000,10000,260000,,,,,,
WWE 2K17,XOne,2016,Sports,Take-Two Interactive,120000,120000,0,20000,260000,68,12,5.5,27,Yuke's,T
Power Pro Kun Pocket 5,GBA,2003,Sports,Konami Digital Entertainment,0,0,250000,10000,260000,,,,,,
Battlestations: Midway,X360,2007,Strategy,Eidos Interactive,210000,20000,0,20000,260000,73,55,7.1,40,Eidos Interactive,T
Konjiki no Gashbell!! Makai no Bookmark,GBA,2004,Adventure,Banpresto,0,0,250000,10000,260000,,,,,,
Riding Spirits,PS2,2002,Racing,BAM! Entertainment,130000,100000,0,30000,260000,59,14,9,17,Spike,E
Project CARS,XOne,2015,Racing,Slightly Mad Studios,110000,130000,0,20000,260000,81,16,5.8,135,Slightly Mad Studios,E
MLB 09: The Show,PSP,2009,Sports,Sony Computer Entertainment,240000,0,0,20000,260000,78,12,6.9,7,SCEA San Diego Studios,E
Bust A Groove 2,PS,1999,Misc,Enix Corporation,40000,30000,180000,20000,260000,66,8,8.9,35,Metro,E
Inazuma Eleven Strikers,Wii,2011,Role-Playing,Nintendo,0,10000,250000,0,260000,59,16,7.9,10,Level 5,
The Amazing Spider-Man 2 (2014),PS3,2014,Action,Activision,60000,140000,20000,40000,260000,,,,,,
Hatsune Miku: Project Diva,PSP,2009,Misc,Sega,0,0,260000,0,260000,,,,,,
Gundam Battle Universe,PSP,2008,Fighting,Namco Bandai Games,0,0,260000,0,260000,,,,,,
Sengoku Basara: Battle Heroes,PSP,2009,Action,Capcom,0,0,260000,0,260000,,,,,,
Armorines: Project S.W.A.R.M.,N64,1999,Shooter,Acclaim Entertainment,210000,50000,0,0,260000,,,,,,
Nightmare Creatures,N64,1996,Action,Activision,210000,50000,0,0,260000,,,,,,
Star Wars Episode I: Battle for Naboo,N64,2000,Simulation,LucasArts,210000,50000,0,0,260000,,,,,,
Duke Nukem: Zero Hour,N64,1999,Shooter,GT Interactive,210000,50000,0,0,260000,,,,,,
NCAA March Madness 08,PS2,2007,Sports,Electronic Arts,130000,100000,0,30000,260000,,,5,8,EA Canada,E
Armored Core: Nexus,PS2,2004,Simulation,Indie Games,60000,50000,140000,20000,260000,73,19,8.7,7,From Software,T
Dora the Explorer: Dora Saves the Crystal Kingdom,Wii,2009,Misc,Take-Two Interactive,240000,0,0,20000,260000,,,tbd,,Take-Two Interactive,E
Evolution Skateboarding,PS2,2002,Sports,Konami Digital Entertainment,130000,100000,0,30000,260000,44,14,6.7,9,Konami,T
Dora the Explorer: The Search for Pirate Pig's Treasure,GBA,2002,Adventure,NewKidCo,190000,70000,0,0,260000,,,tbd,,Cinegroupe,E
Yakuza: Ishin,PS3,2014,Action,Sega,0,0,260000,0,260000,,,,,,
Babysitting Mania,DS,2008,Simulation,Majesco Entertainment,240000,0,0,20000,260000,,,tbd,,iWin,E
Scene It? Twilight,Wii,2009,Misc,Konami Digital Entertainment,160000,70000,0,20000,260000,49,5,tbd,,Artificial Mind and Movement,T
Outlaw Volleyball,XB,2003,Sports,TDK Mediactive,190000,60000,0,10000,260000,77,33,8.4,7,Hypnotix,M
Batman: Vengeance,GC,2001,Adventure,Ubisoft,200000,50000,0,10000,260000,70,17,5.8,16,Ubisoft Montreal,T
RealSports Football,2600,1981,Sports,Atari,240000,10000,0,0,260000,,,,,,
Tiger Woods PGA Tour 10,PS2,2009,Sports,Electronic Arts,120000,10000,0,130000,260000,,,tbd,,EA Tiburon,E
Summer Sports 2: Island Sports Party,Wii,2008,Sports,Ubisoft,240000,0,0,20000,260000,,,tbd,,Destineer,E
SD Gundam G Generation: Cross Drive,DS,2007,Strategy,Namco Bandai Games,0,0,260000,0,260000,,,,,,
Dungeons & Dragons Heroes,XB,2003,Role-Playing,Atari,190000,60000,0,10000,260000,,,,,,
Imagine: Fashion Party,Wii,2009,Simulation,Ubisoft,240000,0,0,20000,260000,,,tbd,,"Lexis Numerique, Virtual Toys",E
McGrath Vs. Pastrana Freestyle Motocross,PS,2000,Racing,Acclaim Entertainment,140000,100000,0,20000,260000,,,,,,
Spider-Man: Web of Shadows,PS3,2008,Action,Activision,200000,40000,0,20000,260000,67,44,7.9,34,"Treyarch, Shaba Games",T
Legaia 2: Duel Saga,PS2,2001,Role-Playing,Eidos Interactive,130000,100000,0,30000,260000,67,21,8.4,43,Prokion,T
Crash Nitro Kart,GC,2003,Racing,Vivendi Games,200000,50000,0,10000,260000,66,10,7.4,8,Vicarious Visions,E
Samurai Warriors 4,PS3,2014,Action,Tecmo Koei,0,0,260000,0,260000,,,8,11,Omega Force,T
Classic NES Series: Bomberman,GBA,2004,Action,Nintendo,100000,40000,110000,10000,260000,,,,,,
Don King Boxing,Wii,2009,Sports,Take-Two Interactive,140000,90000,0,30000,260000,55,17,tbd,,2K Shanghai,T
ExciteBots: Trick Racing,Wii,2009,Racing,Nintendo,240000,0,0,20000,260000,77,29,8.6,26,Monster Games Inc.,E
A.C.E.: Another Century's Episode,PS2,2005,Simulation,Banpresto,0,0,260000,0,260000,,,,,,
Frogger's Journey: The Forgotten Relic,GBA,2003,Action,Konami Digital Entertainment,180000,70000,0,0,260000,59,6,tbd,,Konami Computer Entertainment Hawaii,E
X-Men vs. Street Fighter,SAT,1997,Fighting,Capcom,0,0,260000,0,260000,,,,,,
Dora the Explorer: Game Boy Advance Video Volume 1,GBA,2004,Misc,Unknown,180000,70000,0,0,260000,,,,,,
Oddworld: Stranger's Wrath,XB,2005,Adventure,Electronic Arts,190000,60000,0,10000,260000,88,65,9.1,58,Oddworld Inhabitants,T
King of Fighters: Maximum Impact,PS2,2004,Fighting,Ignition Entertainment,130000,100000,0,30000,260000,64,45,6.9,12,SNK Playmore,T
Marvel Super Heroes vs. Street Fighter,PS,1998,Fighting,Virgin Interactive,140000,100000,0,20000,260000,,,,,,
Atelier Ayesha: The Alchemist of Dusk,PS3,2012,Role-Playing,Tecmo Koei,60000,40000,140000,20000,260000,70,17,6.6,120,Gust,T
Bratz Ponyz 2,DS,2008,Adventure,Game Factory,240000,0,0,20000,260000,,,tbd,,Neko Entertainment,E
Battleborn,PS4,2016,Shooter,Take-Two Interactive,120000,80000,20000,40000,260000,68,55,6.8,402,Gearbox Software,T
J-League Pro Soccer Club wo Tsukurou!,SAT,1996,Sports,Sega,0,0,260000,0,260000,,,,,,
Littlest Pet Shop: Friends,Wii,2009,Simulation,Electronic Arts,210000,20000,0,20000,260000,,,tbd,,Artech Studios,E
We Cheer 2,Wii,2009,Simulation,Namco Bandai Games,240000,0,0,20000,260000,64,7,tbd,,"Machatin, Inc.",E10+
Drakan: The Ancients' Gates,PS2,2002,Adventure,Sony Computer Entertainment,130000,100000,0,30000,260000,78,31,9,39,Surreal Software,M
Call of Duty: Modern Warfare 3: Defiance,DS,2011,Shooter,Activision,190000,40000,0,20000,260000,,,,,,
"SpongeBob SquarePants: Lights, Camera, Pants!",XB,2005,Misc,THQ,190000,60000,0,10000,260000,,,,,,
Resident Evil: Revelations,X360,2013,Action,Capcom,120000,100000,20000,20000,260000,75,30,7.4,170,Capcom,M
Tony Hawk: Shred,X360,2010,Sports,Activision,170000,60000,0,20000,260000,53,10,6.6,10,Robomodo,E
Choro Q3,PS,1998,Racing,Takara,0,0,240000,20000,260000,,,,,,
Tokyo Jungle,PS3,2012,Action,Sony Computer Entertainment,0,0,260000,0,260000,74,60,8.4,89,Crispy's,T
Lemony Snicket's A Series of Unfortunate Events,GC,2004,Platform,Activision,200000,50000,0,10000,260000,,,,,,
Army of Two: The Devil's Cartel,X360,2013,Shooter,Electronic Arts,160000,70000,0,20000,260000,54,55,6.2,195,Visceral Games,M
Puppeteer,PS3,2013,Platform,Sony Computer Entertainment Europe,110000,80000,20000,40000,260000,80,75,8.5,236,SCE Japan Studio,E10+
Bionicle: Matoran Adventures,GBA,2002,Platform,Electronic Arts,180000,70000,0,0,260000,,,,,,
Tom Clancy's Splinter Cell: Double Agent,PS3,2007,Action,Ubisoft,200000,30000,0,30000,260000,78,17,6.5,41,Ubisoft Shanghai,M
Armored Core: Master of Arena,PS,1999,Simulation,From Software,70000,50000,130000,20000,260000,,,,,,
Fire Emblem: Thracia 776,SNES,1999,Strategy,Nintendo,0,0,260000,0,260000,,,,,,
Resident Evil: Deadly Silence,DS,2006,Action,Capcom,110000,20000,110000,10000,260000,71,41,8.4,36,Capcom,M
Desert Falcon,2600,1987,Shooter,Atari,240000,10000,0,0,260000,,,,,,
Legendary,X360,2008,Shooter,Atari,80000,150000,0,30000,260000,47,39,7.1,87,Spark Unlimited,M
Peter Jackson's King Kong: The Official Game of the Movie,X360,2005,Action,Ubisoft,200000,30000,0,20000,260000,80,57,7.5,79,Ubisoft Montpellier,T
Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,SAT,1997,Role-Playing,Hudson Soft,0,0,260000,0,260000,,,,,,
Rayman DS,DS,2005,Platform,Ubisoft,210000,30000,0,20000,260000,58,20,7.6,19,DC Studios,E
A.C.E.: Another Century's Episode 3: The Final,PS2,2007,Simulation,Banpresto,0,0,260000,0,260000,,,,,,
ATV: Quad Power Racing,GBA,2002,Racing,Liquid Games,180000,70000,0,0,260000,49,7,tbd,,Tantalus Interactive,E
Zoo Tycoon 2: Ultimate Collection,PC,2008,Strategy,Microsoft Game Studios,40000,180000,0,40000,260000,,,8.4,14,Blue Fang Games,E
Backyard NFL Football,GC,2002,Sports,Infogrames,200000,50000,0,10000,260000,,,,,,
All-Star Baseball 2003,XB,2002,Sports,Acclaim Entertainment,190000,60000,0,10000,260000,79,15,8.1,7,Acclaim,E
MTX Mototrax,PS2,2004,Racing,Activision,130000,100000,0,30000,260000,77,30,8.1,9,Left Field Productions,E
Tomb Raider: Underworld (Others sales),PS2,2009,Adventure,Eidos Interactive,0,210000,0,40000,260000,,,,,,
NHL Rock the Rink,PS,1999,Sports,Electronic Arts,140000,100000,0,20000,260000,,,,,,
NBA ShootOut 2004,PS2,2003,Sports,Sony Computer Entertainment,130000,100000,0,30000,260000,58,19,7.8,8,989 Sports,E
Super Robot Taisen R,GBA,2002,Strategy,Banpresto,0,0,250000,10000,260000,,,,,,
Nancy Drew: The Mystery of the Clue Bender Society,DS,2008,Adventure,Codemasters,240000,0,0,20000,260000,46,5,3.6,5,Gorilla Systems,E10+
Castlevania: Harmony of Dissonance,GBA,2002,Platform,Konami Digital Entertainment,160000,60000,40000,0,260000,87,27,8.2,39,KCET,T
Formula One 2001,PS2,2001,Racing,Sony Computer Entertainment,130000,100000,0,30000,260000,73,18,6,5,Studio Liverpool,E
Doukyuusei if,SAT,1996,Role-Playing,NEC,0,0,260000,0,260000,,,,,,
The Penguins of Madagascar,DS,2010,Action,THQ,120000,110000,0,20000,260000,,,tbd,,Griptonite Games,E
Pirates of the Caribbean: Dead Man's Chest,DS,2006,Adventure,Disney Interactive Studios,230000,10000,0,20000,260000,63,11,8.6,7,Amaze Entertainment,T
Baldur's Gate: Dark Alliance II,XB,2004,Role-Playing,Acclaim Entertainment,190000,60000,0,10000,260000,77,44,7.9,16,Black Isle Studios,T
Madden NFL 2005,DS,2004,Sports,Electronic Arts,240000,0,0,20000,260000,68,25,7.7,7,Exient Entertainment,E
MVP Baseball 2004,GC,2004,Sports,Electronic Arts,200000,50000,0,10000,260000,89,25,8.5,11,EA Sports,E
Polarium,DS,2004,Puzzle,Nintendo,130000,10000,110000,10000,260000,73,34,8.4,17,Mitchell,E
Super Street Fighter II: Turbo Revival,GBA,2001,Fighting,Ubisoft,180000,70000,0,0,250000,84,17,7.4,10,Capcom,T
Secret Weapons Over Normandy,XB,2003,Simulation,LucasArts,190000,50000,0,10000,250000,77,31,8.8,4,Totally Games,T
The Elder Scrolls IV: Oblivion,PC,2006,Role-Playing,Take-Two Interactive,10000,200000,0,40000,250000,94,54,8.1,2454,Bethesda Softworks,M
Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,1998,Sports,Axela,0,0,240000,20000,250000,,,,,,
Kidou Senshi Gundam: Giren no Yabou,SAT,1998,Strategy,Namco Bandai Games,0,0,250000,0,250000,,,,,,
Metroid Prime Pinball,DS,2005,Misc,Nintendo,210000,0,20000,20000,250000,79,51,7.9,32,Fuse Games Limited,E
Teen Titans,PS2,2006,Action,THQ,120000,100000,0,30000,250000,56,12,8.6,17,Artificial Mind and Movement,E10+
Reload: Target Down,Wii,2010,Shooter,Mastiff,240000,0,0,10000,250000,,,tbd,,Mastiff,T
Madden NFL 08,DS,2007,Sports,Electronic Arts,230000,0,0,20000,250000,71,11,tbd,,Exient Entertainment,E
Spelling Challenges and more!,PSP,2007,Misc,Crave Entertainment,240000,0,0,20000,250000,,,,,,
Crusaders of Might and Magic,PS,1999,Role-Playing,3DO,140000,100000,0,20000,250000,,,,,,
One Piece: Pirate Warriors 3,PS3,2015,Action,Namco Bandai Games,0,60000,190000,10000,250000,,,3.7,7,Omega Force,T
Star Wars The Clone Wars: Republic Heroes,PS2,2009,Action,LucasArts,170000,10000,0,80000,250000,,,8.3,9,"LucasArts, Krome Studios",T
